Year,State,Net Job Creation Rate,Births,DHS Denominator,Deaths,Entered,Entered Rate,Establishment Exit,Exited,Exited Rate,Firm Exits.Count,Job Creation.Continuers,Job Creation.Count,Job Creation.Rate,Job Destruction,Job Destruction.Continuers,Job Destruction.Count,Job Destruction.Rate,Net Job Creation,Number of Firms,Physical Locations,Rate/Births,Rate/Deaths,Reallocation Rate
2004,Maine,1.5,20003,482117,18881,3759,10.7,2039,3083,8.8,2024,41473,61476,12.8,10874,35555,54436,11.3,7040,29527,35386,4.1,3.9,22.6
2004,Maryland,3.2,114267,2098798,92193,13569,11.5,6587,10333,8.7,6570,220015,334282,15.9,47411,173718,265911,12.7,68371,96808,119855,5.4,4.4,25.4
2004,Massachusetts,0.6,137182,2957921,118890,15915,10.2,11469,16230,10.4,11444,256564,393746,13.3,56978,255707,374597,12.7,19149,127072,155806,4.6,4,25.4
2004,Michigan,0.8,205579,3829976,176339,21276,10.3,12098,19453,9.4,12029,354027,559606,14.6,88558,351697,528036,13.8,31570,165233,207693,5.4,4.6,27.6
2004,Minnesota,0.7,107975,2371469,103988,14153,11.2,6723,10985,8.7,6708,211748,319723,13.5,48008,199233,303221,12.8,16502,102969,127848,4.6,4.4,25.6
2004,Mississippi,2.5,52764,910625,40481,5819,10.7,3396,4873,8.9,3385,86205,138969,15.3,19426,75997,116478,12.8,22491,43115,54880,5.8,4.4,25.6
2004,Missouri,1.6,125140,2375540,109517,16213,12.1,8644,12649,9.4,8641,225599,350739,14.8,53336,204975,314492,13.2,36247,107735,135422,5.3,4.6,26.4
2004,Montana,3.4,16973,307386,15246,3783,13,1723,2739,9.4,1722,31964,48937,15.9,8221,23111,38357,12.5,10580,25346,29441,5.5,5,25
2004,Nebraska,2.3,34275,762719,23282,4373,9.6,2413,3692,8.1,2392,63374,97649,12.8,12664,56781,80063,10.5,17586,37146,45736,4.5,3.1,21
2004,Nevada,6,70770,985030,49128,7754,16.9,3617,5290,11.5,3598,119549,190319,19.3,26286,81434,130562,13.3,59757,38027,46978,7.2,5,26.6
2004,New Hampshire,1.7,22461,533310,20818,3776,11.2,2020,2972,8.8,2003,46123,68584,12.9,12458,38760,59578,11.2,9006,28530,34129,4.2,3.9,22.4
2004,New Jersey,2,182957,3550917,167233,24187,11.6,13816,21544,10.3,13785,381929,564886,15.9,83009,325559,492792,13.9,72094,177637,209227,5.2,4.7,27.8
2004,New Mexico,2.3,33148,569294,29103,4497,11.6,2352,3600,9.3,2352,59851,92999,16.3,14107,50412,79515,14,13484,31864,39221,5.8,5.1,28
2004,New York,1.1,369065,7350398,324709,53167,12,30374,45249,10.2,30312,720941,1090006,14.8,181217,680135,1004844,13.7,85162,378394,446777,5,4.4,27.4
2004,North Carolina,1.2,169950,3319460,148505,21541,11.5,11119,16770,8.9,11079,328773,498723,15,73032,307938,456443,13.8,42280,147765,189305,5.1,4.5,27.6
2004,North Dakota,2.1,10083,259181,11350,1662,9.1,872,1315,7.2,872,22842,32925,12.7,4867,16115,27465,10.6,5460,15238,18416,3.9,4.4,21.2
2004,Ohio,0.5,211660,4726164,200996,23242,9.5,13057,20294,8.3,13006,416374,628034,13.3,104142,402363,603359,12.8,24675,186189,244899,4.5,4.3,25.6
2004,Oklahoma,1.8,65494,1171524,50084,8482,10.9,4792,6922,8.9,4758,117130,182624,15.6,27692,111800,161884,13.8,20740,62993,78328,5.6,4.3,27.6
2004,Oregon,1.7,72832,1334221,65742,11116,12.2,5798,8759,9.6,5788,124804,197636,14.8,31602,109003,174745,13.1,22891,75631,92243,5.5,4.9,26.2
2004,Pennsylvania,1.1,227768,5054253,233421,26065,9.6,14056,21872,8.1,14038,472237,700005,13.8,115152,408198,641619,12.7,58386,213608,272071,4.5,4.6,25.4
2004,Rhode Island,3.5,19763,425119,15516,2960,11.4,1451,2141,8.3,1450,42161,61924,14.6,8989,31779,47295,11.1,14629,22957,26308,4.6,3.6,22.2
2004,South Carolina,1.1,85524,1530224,69967,10368,11.6,5483,8021,8.9,5482,143166,228690,14.9,35909,141542,211509,13.8,17181,71160,90634,5.6,4.6,27.6
2004,South Dakota,3.2,14061,297732,13026,2284,10.5,1212,1810,8.3,1212,30456,44517,15,6461,22196,35222,11.8,9295,18550,21933,4.7,4.4,23.6
2004,Tennessee,2.6,124063,2303377,99313,13153,11.1,7085,10513,8.8,7068,228556,352619,15.3,49787,192553,291866,12.7,60753,90970,120055,5.4,4.3,25.4
2004,Texas,1.9,552369,7951949,431467,53806,12.4,29559,43807,10.1,29471,825600,1377969,17.3,215391,790251,1221718,15.4,156251,333499,439327,6.9,5.4,30.8
2004,Utah,5.4,64177,917082,44311,7976,15.4,3662,5685,11,3661,111530,175707,19.2,23687,82616,126927,13.8,48780,43504,52689,7,4.8,27.6
2004,Vermont,-0.2,10113,254759,8621,1910,9.9,989,1526,7.9,989,18371,28484,11.2,5101,20408,29029,11.4,-545,16846,19428,4,3.4,22.4
2004,Virginia,4.5,169287,2946653,114356,19757,12,8925,13858,8.4,8906,323055,492342,16.7,59257,246180,360536,12.2,131806,130500,167869,5.7,3.9,24.4
2004,Washington,3.1,130621,2220614,92476,18789,12.8,9707,14670,10,9700,227229,357850,16.1,52073,197312,289788,13,68062,121553,148614,5.9,4.2,26
2004,West Virginia,1.9,23635,555586,19465,3608,9.8,2076,3007,8.2,2058,51465,75100,13.5,11217,45129,64594,11.6,10506,29277,36990,4.3,3.5,23.2
2004,Wisconsin,2.7,112091,2394019,84529,12238,9.6,6505,9919,7.8,6469,216039,328130,13.7,42359,178059,262588,11,65542,102322,128176,4.7,3.5,22
2004,Wyoming,4.6,10355,180378,7568,1974,11.9,998,1549,9.3,998,20290,30645,17,4429,14817,22385,12.4,8260,14522,16761,5.7,4.2,24.8
2005,Alabama,3.4,94471,1631579,64618,10115,11,5598,7823,8.5,5581,179105,273576,16.8,37789,153218,217836,13.4,55740,71912,93111,5.8,4,26.8
2005,Alaska,3.2,11233,226102,7284,1989,12.3,954,1489,9.2,954,24897,36130,16,4564,21549,28833,12.8,7297,13471,16436,5,3.2,25.6
2005,Arizona,6.7,174605,2069130,96580,16546,15,7207,10455,9.5,7203,248386,422991,20.4,54239,186645,283225,13.7,139766,88023,112792,8.4,4.7,27.4
2005,Arkansas,2.3,52579,1001337,37751,6640,11.3,3915,5192,8.8,3909,89725,142304,14.2,24263,81857,119608,11.9,22696,47064,59357,5.3,3.8,23.8
2005,California,1.9,854824,13052191,637404,101138,13.7,52838,74499,10.1,52690,1325584,2180408,16.7,386688,1293096,1930500,14.8,249908,605273,751942,6.5,4.9,29.6
2005,Colorado,2.5,131535,1892777,99581,18113,14.3,8721,13156,10.4,8689,186287,317822,16.8,60685,170501,270082,14.3,47740,105962,128910,6.9,5.3,28.6
2005,Connecticut,0.4,95135,1518199,75888,8673,10.5,4584,7104,8.6,4581,117591,212726,14,35113,129830,205718,13.6,7008,68836,83631,6.3,5,27.2
2005,Delaware,1,20713,387117,21993,2507,11.2,1280,2172,9.7,1277,35682,56395,14.6,9911,30540,52533,13.6,3862,18337,22486,5.4,5.7,27.2
2005,District of Columbia,2.2,22051,440088,12366,2420,13.1,771,1399,7.6,765,36639,58690,13.3,4963,36534,48900,11.1,9790,15363,18966,5,2.8,22.2
2005,Florida,4.2,564985,6580273,389267,69028,16.4,31606,45090,10.7,31495,743600,1308585,19.9,245309,646405,1035672,15.7,272913,350111,430317,8.6,5.9,31.4
2005,Geogia,2.2,222054,3431017,163235,25803,13.6,12459,18319,9.6,12446,340137,562191,16.4,94906,323285,486520,14.2,75671,151220,193210,6.5,4.8,28.4
2005,Hawaii,3.7,29524,479279,18263,3022,10.5,1513,2163,7.5,1488,44105,73629,15.4,11864,37899,56162,11.7,17467,23342,29218,6.2,3.8,23.4
2005,Idaho,5.9,40162,498015,25513,5447,15.1,2213,3256,9,2211,54557,94719,19,13245,39899,65412,13.1,29307,31202,37008,8.1,5.1,26.2
2005,Illinois,0.8,281928,5206469,216830,31443,11.3,15939,24906,9,15895,456901,738829,14.2,119666,481578,698408,13.4,40421,225231,280786,5.4,4.2,26.8
2005,Indiana,1.6,136039,2581586,95130,13520,10,7731,11318,8.4,7695,219611,355650,13.8,58069,220257,315387,12.2,40263,104070,135432,5.3,3.7,24.4
2005,Iowa,2,51552,1240617,38837,6891,9.4,3915,5678,7.8,3895,103500,155052,12.5,23536,91893,130730,10.5,24322,58095,73657,4.2,3.1,21
2005,Kansas,1.4,59516,1107069,49074,7110,10.4,3961,5647,8.3,3950,97300,156816,14.2,22931,92328,141402,12.8,15414,54925,68722,5.4,4.4,25.6
2005,Kentucky,1.8,76880,1494006,54583,8675,10.4,4997,6993,8.4,4976,142360,219240,14.7,34179,137815,192398,12.9,26842,65155,83888,5.1,3.7,25.8
2005,Louisiana,0.5,87349,1591094,81703,9481,10.1,5682,7988,8.5,5661,159704,247053,15.5,46805,156404,238107,15,8946,74343,94119,5.5,5.1,30
2005,Maine,1.5,23141,487321,16363,3942,11.1,2030,3049,8.6,2028,40390,63531,13,10046,39678,56041,11.5,7490,30029,36035,4.7,3.4,23
2005,Maryland,1.3,116536,2136365,92183,14356,11.9,6912,10671,8.8,6888,194948,311484,14.6,47335,192921,285104,13.3,26380,98925,122494,5.5,4.3,26.6
2005,Massachusetts,1.3,142639,2965989,114721,16184,10.4,10016,14538,9.3,9994,247867,390506,13.2,59204,238312,353033,11.9,37473,126867,156237,4.8,3.9,23.8
2005,Michigan,-2,203619,3783823,163445,21973,10.6,12501,19009,9.1,12432,305641,509260,13.5,98464,424349,587794,15.5,-78534,166027,208880,5.4,4.3,27
2005,Minnesota,2.6,129092,2396825,85388,14093,11,7015,10955,8.5,7009,212554,341646,14.3,46889,195775,281163,11.7,60483,104632,129977,5.4,3.6,23.4
2005,Mississippi,0.8,50186,917686,38416,5953,10.8,3581,4977,9.1,3568,80654,130840,14.3,24395,85780,124196,13.5,6644,43151,55247,5.5,4.2,27
2005,Missouri,1,134550,2392461,95285,16834,12.3,9077,12655,9.3,9065,197453,332003,13.9,62935,214453,309738,12.9,22265,109890,138449,5.6,4,25.8
2005,Montana,3.2,19764,316337,11580,3842,12.9,1823,2657,8.9,1817,29063,48827,15.4,7710,27066,38646,12.2,10181,26175,30376,6.2,3.7,24.4
2005,Nebraska,0.7,35439,769377,25254,4504,9.8,2448,3551,7.7,2438,71068,106507,13.8,15097,75379,100633,13.1,5874,37553,46300,4.6,3.3,26.2
2005,Nevada,6.3,81571,1042919,61929,8322,17.3,3867,5386,11.2,3865,126776,208347,20,35349,80913,142842,13.7,65505,39944,49397,7.8,5.9,27.4
2005,New Hampshire,2.5,30351,541897,20028,3939,11.5,2141,3045,8.9,2140,43504,73855,13.6,13077,40341,60369,11.1,13486,28956,34769,5.6,3.7,22.2
2005,New Jersey,-0.1,197025,3553499,181626,25604,12.2,14368,21021,10,14356,318293,515318,14.5,95454,336463,518089,14.6,-2771,180091,212238,5.5,5.1,29
2005,New Mexico,3,35146,581465,24115,4672,11.8,2406,3492,8.8,2396,63700,98846,17,15245,57121,81236,14,17610,32438,40056,6,4.1,28
2005,New York,0.7,422126,7375824,340100,53326,11.9,30992,45516,10.1,30952,640336,1062462,14.4,197576,667872,1007972,13.7,54490,384163,451631,5.7,4.6,27.4
2005,North Carolina,2.5,211759,3359538,135521,23281,12.2,11645,16842,8.8,11606,322407,534166,15.9,77305,315876,451397,13.4,82769,151442,193993,6.3,4,26.8
2005,North Dakota,3.2,13826,265229,10192,1820,9.8,913,1393,7.5,913,23255,37081,14,4456,18561,28753,10.8,8328,15462,18736,5.2,3.8,21.6
2005,Ohio,0.8,248028,4726960,193220,23518,9.6,13490,20405,8.3,13457,417561,665589,14.1,108152,436430,629650,13.3,35939,186389,246001,5.2,4.1,26.6
2005,Oklahoma,2.3,74331,1192297,57444,9062,11.5,5017,6982,8.9,5008,112360,186691,15.7,35698,102484,159928,13.4,26763,63843,79697,6.2,4.8,26.8
2005,Oregon,4.8,89629,1369622,56929,12411,13.3,5753,8535,9.1,5748,135178,224807,16.4,34001,102324,159253,11.6,65554,78290,95360,6.5,4.2,23.2
2005,Pennsylvania,0.3,260419,5062801,215377,27814,10.2,14917,22469,8.2,14870,411628,672047,13.3,110175,440489,655866,13,16181,215632,275372,5.1,4.3,26
2005,Rhode Island,1.5,21819,433121,14857,2917,11,1624,2399,9.1,1624,33871,55690,12.9,9942,34526,49383,11.4,6307,23166,26675,5,3.4,22.8
2005,South Carolina,2.8,94590,1551434,57262,11257,12.3,5723,7976,8.7,5710,146500,241090,15.5,35455,139172,196434,12.7,44656,72961,93164,6.1,3.7,25.4
2005,South Dakota,2.4,13486,304208,10468,2371,10.7,1217,1802,8.2,1217,28321,41807,13.7,5730,23766,34234,11.3,7573,18890,22338,4.4,3.4,22.6
2005,Tennessee,2,126515,2341395,93180,13659,11.3,7520,10705,8.9,7507,228413,354928,15.2,53794,215704,308884,13.2,46044,92051,121869,5.4,4,26.4
2005,Texas,2.9,582885,8097394,393096,56076,12.7,29652,42154,9.5,29533,824097,1406982,17.4,239955,777661,1170757,14.5,236225,339128,448680,7.2,4.9,29
2005,Utah,4,67925,954056,49560,8635,16.1,3783,5716,10.6,3773,111997,179922,18.9,28465,92638,142198,14.9,37724,45597,55091,7.1,5.2,29.8
2005,Vermont,2.7,11602,256746,9684,1923,9.9,1096,1617,8.3,1093,23933,35535,13.8,6060,18911,28595,11.1,6940,16982,19618,4.5,3.8,22.2
2005,Virginia,1.8,176325,3018187,112578,20636,12.2,9719,14589,8.6,9668,281677,458002,15.2,57677,291588,404166,13.4,53836,134080,172304,5.8,3.7,26.8
2005,Washington,3,141270,2275844,106893,20816,13.8,9944,14657,9.7,9939,229889,371159,16.3,60143,195881,302774,13.3,68385,125549,153434,6.2,4.7,26.6
2005,West Virginia,0.9,27024,561025,21045,3867,10.4,2217,3194,8.6,2213,50203,77227,13.8,11307,51255,72300,12.9,4927,29409,37336,4.8,3.8,25.8
2005,Wisconsin,1.3,110272,2430833,89045,12905,10,6916,10086,7.8,6877,207680,317952,13.1,48367,198439,287484,11.8,30468,103727,130102,4.5,3.7,23.6
2005,Wyoming,2.4,11353,187032,7963,2173,12.8,1067,1520,8.9,1067,19163,30516,16.3,5437,18051,26014,13.9,4502,14928,17291,6.1,4.3,27.8
2006,Alabama,3,108950,1676746,80075,10453,11.2,5931,8535,9.1,5906,163658,272608,16.3,42249,142479,222554,13.3,50054,71954,94127,6.5,4.8,26.6
2006,Alaska,4.6,12061,233553,10343,2145,13,1069,1738,10.5,1069,29343,41404,17.7,5605,20243,30586,13.1,10818,13514,16695,5.2,4.4,26.2
2006,Arizona,8.5,179957,2222118,92587,18941,16.4,7780,11445,9.9,7755,277100,457057,20.6,54014,177125,269712,12.1,187345,92344,119297,8.1,4.2,24.2
2006,Arkansas,3.3,58025,1024168,37532,7008,11.8,4130,5708,9.6,4114,92840,150865,14.7,25150,78727,116259,11.4,34606,47017,60099,5.7,3.7,22.8
2006,California,4.3,921350,13386120,640102,104928,13.8,56079,79912,10.5,55919,1473240,2394590,17.9,397172,1185085,1825187,13.6,569403,617167,770688,6.9,4.8,27.2
2006,Colorado,4.8,142727,1950075,98185,18625,14.3,9310,14228,10.9,9292,210138,352865,18.1,60508,161679,259864,13.3,93001,107962,131989,7.3,5,26.6
2006,Connecticut,2.3,76552,1531126,59798,8612,10.3,5306,7724,9.2,5304,134105,210657,13.8,35642,116340,176138,11.5,34519,68481,83902,5,3.9,23
2006,Delaware,-1.3,21131,384702,24686,2553,11.4,1509,2412,10.8,1493,35174,56305,14.6,9499,36547,61233,15.9,-4928,18167,22422,5.5,6.4,29.2
2006,District of Columbia,2,20219,446359,14988,2091,10.9,889,1527,8,883,45852,66071,14.8,7106,42362,57350,12.8,8721,15582,19355,4.5,3.4,25.6
2006,Florida,6.2,510172,6902110,357783,67750,15.5,34386,49324,11.3,34326,841661,1351833,19.6,217924,566387,924170,13.4,427663,360894,444343,7.4,5.2,26.8
2006,Geogia,4.4,247547,3525491,174351,26474,13.6,13168,19790,10.1,13152,373017,620564,17.6,98618,292548,466899,13.2,153665,154619,198160,7,4.9,26.4
2006,Hawaii,4.8,29064,498357,17791,3293,11.1,1540,2258,7.6,1540,48832,77896,15.6,10434,35971,53762,10.8,24134,23743,30034,5.8,3.6,21.6
2006,Idaho,6.2,37401,526510,27317,6128,16.1,2573,3879,10.2,2571,61368,98769,18.8,18990,38799,66116,12.6,32653,32972,39067,7.1,5.2,25.2
2006,Illinois,2.6,297894,5273257,246879,31767,11.3,16856,26528,9.4,16825,510637,808531,15.3,133372,420474,667353,12.7,141178,226308,283645,5.6,4.7,25.4
2006,Indiana,2.7,141904,2626291,102604,14591,10.7,7798,12079,8.9,7765,242193,384097,14.6,60653,209847,312451,11.9,71646,104308,136925,5.4,3.9,23.8
2006,Iowa,2.9,65542,1268988,42444,7748,10.5,4109,6623,9,4109,106389,171931,13.5,27432,91454,133898,10.6,38033,57538,74149,5.2,3.3,21.2
2006,Kansas,2.3,58763,1120068,45358,7293,10.6,4256,6604,9.6,4233,101964,160727,14.3,26678,89470,134828,12,25899,54519,68823,5.2,4,24
2006,Kentucky,2.6,81378,1515778,64945,8851,10.5,5194,7512,8.9,5190,144638,226016,14.9,41128,120888,185833,12.3,40183,65039,84574,5.4,4.3,24.6
2006,Louisiana,-0.7,99278,1572744,95426,9927,10.8,7259,11567,12.5,7253,175316,274594,17.5,51744,191127,286553,18.2,-11959,70851,90863,6.3,6.1,35
2006,Maine,2.3,29962,493834,21713,4229,11.7,2422,3533,9.8,2417,39849,69811,14.1,14079,36375,58088,11.8,11723,30147,36448,6.1,4.4,23.6
2006,Maryland,3.6,127905,2179281,97711,14684,11.9,7547,11418,9.3,7530,222084,349989,16.1,51587,174608,272319,12.5,77670,100089,124696,5.9,4.5,25
2006,Massachusetts,2.8,167204,3012055,122447,16948,10.8,9320,13974,8.9,9313,281361,448565,14.9,66825,242349,364796,12.1,83769,127517,157968,5.6,4.1,24.2
2006,Michigan,1.4,197310,3746234,155837,21887,10.5,13486,20103,9.6,13450,350469,547779,14.6,91161,340264,496101,13.2,51678,164697,209042,5.3,4.2,26.4
2006,Minnesota,2.6,130076,2446297,101618,15152,11.6,7613,12127,9.3,7604,227415,357491,14.6,56714,191880,293498,12,63993,105141,131841,5.3,4.2,24
2006,Mississippi,2.1,56744,925700,42164,6072,11.1,3937,5920,10.8,3932,89916,146660,15.8,25709,85061,127225,13.7,19435,42378,54740,6.1,4.6,27.4
2006,Missouri,2.2,139368,2416727,108230,16145,11.7,10657,15286,11.1,10613,223336,362704,15,63802,201441,309671,12.8,53033,108081,138051,5.8,4.5,25.6
2006,Montana,5.4,25660,328718,16718,4337,14.1,2009,3079,10,2009,34651,60311,18.3,11297,25624,42342,12.9,17969,27004,31409,7.8,5.1,25.8
2006,Nebraska,2.7,42467,778278,27124,4789,10.3,2596,4168,9,2589,65431,107898,13.9,16806,59733,86857,11.2,21041,37422,46581,5.5,3.5,22.4
2006,Nevada,7.7,93095,1113346,52060,8910,17.6,4163,5851,11.6,4160,137066,230161,20.7,33483,92298,144358,13,85803,41777,52023,8.4,4.7,26
2006,New Hampshire,3.1,32360,554098,24186,3952,11.3,2343,3388,9.7,2342,53572,85932,15.5,14464,44430,68616,12.4,17316,28965,35037,5.8,4.4,24.8
2006,New Jersey,2.1,209624,3566348,166471,25502,12,15434,21916,10.3,15420,342954,552578,15.5,89555,312781,479252,13.4,73326,180875,214051,5.9,4.7,26.8
2006,New Mexico,5.9,41252,604139,29401,5040,12.5,2619,3898,9.7,2614,70073,111325,18.4,18882,46298,75699,12.5,35626,32912,40842,6.8,4.9,25
2006,New York,1.7,400454,7431798,341595,53955,11.9,34297,47184,10.4,34251,686993,1087447,14.6,219234,616384,957979,12.9,129468,384889,455004,5.4,4.6,25.8
2006,North Carolina,4,222664,3448872,153612,24326,12.4,12513,18257,9.3,12490,349295,571959,16.6,86009,280713,434325,12.6,137634,153588,198335,6.5,4.5,25.2
2006,North Dakota,3.4,13915,272642,10768,1947,10.4,1000,1674,8.9,1000,25031,38946,14.3,6550,19013,29781,10.9,9165,15382,18823,5.1,3.9,21.8
2006,Ohio,1.8,254924,4756346,208215,24058,9.8,14372,22182,9,14293,424410,679334,14.3,113689,384597,592812,12.5,86522,184406,245668,5.4,4.4,25
2006,Oklahoma,6.4,91281,1234952,54588,9227,11.5,5197,7578,9.5,5167,134734,226015,18.3,32379,92750,147338,11.9,78677,64105,80532,7.4,4.4,23.8
2006,Oregon,3.8,86580,1423618,63190,12706,13.2,6508,9432,9.8,6508,145634,232214,16.3,42900,114207,177397,12.5,54817,79765,97777,6.1,4.4,25
2006,Pennsylvania,2.2,265615,5099144,209206,27512,10,16321,24024,8.7,16148,436299,701914,13.8,130080,382484,591690,11.6,110224,214383,276494,5.2,4.1,23.2
2006,Rhode Island,0.7,23511,435260,16988,3077,11.5,1729,2542,9.5,1724,37304,60815,14,9423,40818,57806,13.3,3009,23301,26983,5.4,3.9,26.6
2006,South Carolina,3.8,97591,1594154,66010,11278,12,6013,8772,9.4,6003,157296,254887,16,40476,128885,194895,12.2,59992,73888,94865,6.1,4.1,24.4
2006,South Dakota,3.9,16249,312906,11549,2472,11.1,1367,2169,9.7,1366,29163,45412,14.5,7775,21648,33197,10.6,12215,18911,22459,5.2,3.7,21.2
2006,Tennessee,4.5,147819,2406681,93568,14215,11.6,7672,11590,9.5,7645,242629,390448,16.2,50756,187654,281222,11.7,109226,92440,123358,6.1,3.9,23.4
2006,Texas,5.1,585359,8369291,408115,57906,12.8,30359,44996,10,30260,953422,1538781,18.4,233183,702331,1110446,13.3,428335,342461,457285,7,4.9,26.6
2006,Utah,6.6,73634,1001326,46827,9500,16.8,4087,6005,10.6,4045,117125,190759,19.1,28691,77990,124817,12.5,65942,47950,58046,7.4,4.7,25
2006,Vermont,1.1,10922,260639,9439,1975,10.1,1220,1781,9.1,1214,20845,31767,12.2,6471,19591,29030,11.1,2737,16957,19687,4.2,3.6,22.2
2006,Virginia,4.3,185777,3086766,126983,21841,12.5,10686,15869,9.1,10672,328765,514542,16.7,68733,256758,383741,12.4,130801,136452,176674,6,4.1,24.8
2006,Washington,4.4,147470,2349985,103112,21238,13.7,10934,16209,10.5,10929,258660,406130,17.3,64051,200579,303691,12.9,102439,128042,157132,6.3,4.4,25.8
2006,West Virginia,3.3,32759,570120,23246,3705,10,2357,3567,9.6,2350,54488,87247,15.3,13822,45109,68355,12,18892,28947,37112,5.7,4.1,24
2006,Wisconsin,1.5,119501,2450218,88864,13345,10.3,7672,11745,9,7666,204458,323959,13.2,55493,197510,286374,11.7,37585,103092,130620,4.9,3.6,23.4
2006,Wyoming,7.1,14712,195009,9023,2279,13.1,1166,1783,10.2,1162,22781,37493,19.2,6251,14594,23617,12.1,13876,15210,17627,7.5,4.6,24.2
2007,Alabama,1.4,102861,1706364,80887,11089,11.6,5685,8667,9.1,5596,172408,275269,16.1,37094,170772,251659,14.7,23610,73242,96526,6,4.7,29.4
2007,Alaska,1.3,15457,240306,11038,2033,12.1,1039,1837,10.9,1028,28790,44247,18.4,4935,29981,41019,17.1,3228,13656,16934,6.4,4.6,34.2
2007,Arizona,2.9,165632,2340144,132846,18072,14.9,8391,13330,11,8323,302881,468513,20,63389,267026,399872,17.1,68641,95367,123760,7.1,5.7,34.2
2007,Arkansas,-0.5,55680,1033247,46143,6730,11.1,3811,5641,9.3,3791,95869,151549,14.7,22436,111142,157285,15.2,-5736,47399,61033,5.4,4.5,29.4
2007,California,0.7,837847,13659650,745596,101437,13.1,55593,86040,11.1,54998,1473827,2311674,16.9,355710,1469050,2214646,16.2,97028,627092,783091,6.1,5.5,32.4
2007,Colorado,2.7,147975,2012974,112071,18667,14,9200,14993,11.2,9137,226202,374177,18.6,56408,207715,319786,15.9,54391,110326,135328,7.4,5.6,31.8
2007,Connecticut,-0.5,83115,1540987,65267,8369,10,4944,7863,9.4,4892,142822,225937,14.7,30111,168316,233583,15.2,-7646,68225,84190,5.4,4.2,29.4
2007,Delaware,0.5,31164,381877,25229,2694,12,1395,2422,10.8,1393,37807,68971,18.1,9682,41995,67224,17.6,1747,18036,22635,8.2,6.6,35.2
2007,District of Columbia,3.8,23757,458077,19376,2141,11,939,1779,9.1,935,52109,75866,16.6,7362,39153,58529,12.8,17337,15704,19667,5.2,4.2,25.6
2007,Florida,0,510170,7087465,451871,65417,14.6,37612,55431,12.4,37329,754843,1265013,17.8,211527,810887,1262758,17.8,2255,365813,452973,7.2,6.4,35.6
2007,Geogia,1.6,234317,3616624,185712,27198,13.5,13539,20972,10.4,13325,381621,615938,17,87990,372010,557722,15.4,58216,158478,203958,6.5,5.1,30.8
2007,Hawaii,1.6,27973,512997,29370,3176,10.5,1657,2804,9.3,1636,53736,81709,15.9,14245,43832,73202,14.3,8507,24062,30378,5.5,5.7,28.6
2007,Idaho,0.8,39109,543932,30962,6021,15.1,2741,4147,10.4,2728,61142,100251,18.4,18595,64878,95840,17.6,4411,34460,40908,7.2,5.7,35.2
2007,Illinois,0.6,280871,5345845,251007,31264,11,16473,27332,9.6,16305,533272,814143,15.2,118854,530757,781764,14.6,32379,228146,287053,5.3,4.7,29.2
2007,Indiana,-0.3,136204,2645792,120018,14395,10.5,7954,12725,9.3,7852,254830,391034,14.8,55931,278555,398573,15.1,-7539,104775,138369,5.1,4.5,29.6
2007,Iowa,0.5,54137,1288325,49728,6890,9.3,3833,6283,8.5,3791,117015,171152,13.3,23021,115342,165070,12.8,6082,57836,74693,4.2,3.9,25.6
2007,Kansas,2,67231,1137885,48195,7297,10.6,4045,6490,9.4,4003,106450,173681,15.3,24045,102787,150982,13.3,22699,54909,69528,5.9,4.2,26.6
2007,Kentucky,0.7,87436,1534537,63467,8789,10.4,4997,7737,9.1,4947,147754,235190,15.3,33849,160898,224365,14.6,10825,65233,85368,5.7,4.1,29.2
2007,Louisiana,4.4,101143,1596659,67152,11565,12.5,4930,7861,8.5,4881,197306,298449,18.7,34515,161483,228635,14.3,69814,74096,94831,6.3,4.2,28.6
2007,Maine,0,28961,497728,26967,4064,11.1,2225,3607,9.8,2216,44343,73304,14.7,13935,46369,73336,14.7,-32,30297,36884,5.8,5.4,29.4
2007,Maryland,0.2,120251,2211202,104321,14143,11.3,7604,12484,10,7541,217363,337614,15.3,47227,229199,333520,15.1,4094,100821,126012,5.4,4.7,30.2
2007,Massachusetts,0.6,132276,3059532,128192,15895,10.1,9189,15206,9.6,9079,297680,429956,14.1,54890,285760,413952,13.5,16004,127388,158399,4.3,4.2,27
2007,Michigan,-2.3,188692,3707476,203336,21334,10.2,13556,21593,10.4,13324,332821,521513,14.1,87461,406266,609602,16.4,-88089,163318,208325,5.1,5.5,28.2
2007,Minnesota,2.5,135793,2499732,110322,14128,10.7,7528,13300,10.1,7473,260285,396078,15.8,50542,222903,333225,13.3,62853,105321,132381,5.4,4.4,26.6
2007,Mississippi,0.3,47866,934203,40660,6511,11.7,3343,5085,9.2,3320,91377,139243,14.9,18920,95935,136595,14.6,2648,43366,56272,5.1,4.4,29.2
2007,Missouri,0.9,127368,2445373,104523,15513,11.2,9383,14104,10.2,9267,237951,365319,14.9,52352,237292,341815,14,23504,108071,139117,5.2,4.3,28
2007,Montana,4.1,22043,344261,15666,4113,12.9,1954,3045,9.5,1931,40465,62508,18.2,9126,32749,48415,14.1,14093,27856,32425,6.4,4.6,28.2
2007,Nebraska,1,37584,789475,29662,4667,10,2500,4077,8.7,2492,73278,110862,14,15152,72581,102243,13,8619,37642,47102,4.8,3.8,26
2007,Nevada,3.7,92579,1167862,60911,8770,16.6,4406,6645,12.5,4383,143603,236182,20.2,30457,132277,193188,16.5,42994,43089,54021,7.9,5.2,33
